begin,close
2021-12-17 11:00:00,924.4
2021-12-17 11:30:00,947.0
2021-12-17 12:00:00,924.6
2021-12-17 12:30:00,894.0
2021-12-17 13:00:00,921.4
2021-12-17 13:30:00,920.0
2021-12-17 14:00:00,935.0
2021-12-17 14:30:00,939.6
2021-12-17 15:00:00,944.0
2021-12-17 15:30:00,950.0
2021-12-17 16:00:00,965.0
2021-12-17 16:30:00,971.8
2021-12-17 17:00:00,976.2
2021-12-17 17:30:00,981.2
2021-12-17 18:00:00,995.0
2021-12-17 18:30:00,995.8
2021-12-20 10:00:00,969.8
2021-12-20 10:30:00,1005.0
2021-12-20 11:00:00,1019.8
2021-12-20 11:30:00,999.6
2021-12-20 12:00:00,1003.0
2021-12-20 12:30:00,1000.0
2021-12-20 13:00:00,1003.6
2021-12-20 13:30:00,1001.8
2021-12-20 14:00:00,1001.4
2021-12-20 14:30:00,1003.4
2021-12-20 15:00:00,1002.6
2021-12-20 15:30:00,998.0
2021-12-20 16:00:00,969.0
2021-12-20 16:30:00,983.0
2021-12-20 17:00:00,973.8
2021-12-20 17:30:00,983.0
2021-12-20 18:00:00,984.6
2021-12-20 18:30:00,983.8
2021-12-21 10:00:00,997.6
2021-12-21 10:30:00,991.8
2021-12-21 11:00:00,985.8
2021-12-21 11:30:00,987.8
2021-12-21 12:00:00,974.8
2021-12-21 12:30:00,958.0
2021-12-21 13:00:00,932.0
2021-12-21 13:30:00,938.0
2021-12-21 14:00:00,934.8
2021-12-21 14:30:00,938.8
2021-12-21 15:00:00,938.6
2021-12-21 15:30:00,929.8
2021-12-21 16:00:00,922.2
2021-12-21 16:30:00,927.0
2021-12-21 17:00:00,926.8
2021-12-21 17:30:00,931.6
2021-12-21 18:00:00,929.8
2021-12-21 18:30:00,924.0
2021-12-22 10:00:00,900.2
2021-12-22 10:30:00,871.4
2021-12-22 11:00:00,857.2
2021-12-22 11:30:00,840.0
2021-12-22 12:00:00,847.0
2021-12-22 12:30:00,853.0
2021-12-22 13:00:00,853.0
2021-12-22 13:30:00,848.8
2021-12-22 14:00:00,847.0
2021-12-22 14:30:00,859.4
2021-12-22 15:00:00,865.0
2021-12-22 15:30:00,882.0
2021-12-22 16:00:00,926.0
2021-12-22 16:30:00,914.6
2021-12-22 17:00:00,908.4
2021-12-22 17:30:00,914.6
2021-12-22 18:00:00,904.4
2021-12-22 18:30:00,915.0
2021-12-23 10:00:00,936.2
2021-12-23 10:30:00,922.0
2021-12-23 11:00:00,920.2
2021-12-23 11:30:00,914.6
2021-12-23 12:00:00,912.8
2021-12-23 12:30:00,912.0
2021-12-23 13:00:00,912.4
2021-12-23 13:30:00,907.4
2021-12-23 14:00:00,888.6
2021-12-23 14:30:00,883.6
2021-12-23 15:00:00,890.2
2021-12-23 15:30:00,896.4
2021-12-23 16:00:00,896.2
2021-12-23 16:30:00,896.4
2021-12-23 17:00:00,896.2
2021-12-23 17:30:00,896.8
2021-12-23 18:00:00,894.4
2021-12-23 18:30:00,904.0
2021-12-24 10:00:00,910.0
2021-12-24 10:30:00,905.0
2021-12-24 11:00:00,889.4
2021-12-24 11:30:00,895.0
2021-12-24 12:00:00,900.0
2021-12-24 12:30:00,900.0
2021-12-24 13:00:00,903.8
2021-12-24 13:30:00,901.4
2021-12-24 14:00:00,898.8
2021-12-24 14:30:00,898.0
2021-12-24 15:00:00,897.4
2021-12-24 15:30:00,897.2
2021-12-24 16:00:00,901.4
2021-12-24 16:30:00,902.0
2021-12-24 17:00:00,899.2
2021-12-24 17:30:00,900.0
2021-12-24 18:00:00,898.0
2021-12-24 18:30:00,899.6
2021-12-27 10:00:00,890.2
2021-12-27 10:30:00,888.6
2021-12-27 11:00:00,879.6
2021-12-27 11:30:00,878.6
2021-12-27 12:00:00,874.8
2021-12-27 12:30:00,875.4
2021-12-27 13:00:00,875.6
2021-12-27 13:30:00,875.8
2021-12-27 14:00:00,875.6
2021-12-27 14:30:00,875.8
2021-12-27 15:00:00,875.0
2021-12-27 15:30:00,876.4
2021-12-27 16:00:00,876.2
2021-12-27 16:30:00,874.4
2021-12-27 17:00:00,873.8
2021-12-27 17:30:00,874.6
2021-12-27 18:00:00,875.8
2021-12-27 18:30:00,875.8
2021-12-28 10:00:00,878.6
2021-12-28 10:30:00,879.2
2021-12-28 11:00:00,879.0
2021-12-28 11:30:00,874.8
2021-12-28 12:00:00,872.6
2021-12-28 12:30:00,876.0
2021-12-28 13:00:00,875.2
2021-12-28 13:30:00,873.4
2021-12-28 14:00:00,873.4
2021-12-28 14:30:00,873.0
2021-12-28 15:00:00,875.0
2021-12-28 15:30:00,875.0
2021-12-28 16:00:00,874.2
2021-12-28 16:30:00,875.0
2021-12-28 17:00:00,877.2
2021-12-28 17:30:00,873.4
2021-12-28 18:00:00,876.8
2021-12-28 18:30:00,873.4
2021-12-29 10:00:00,866.4
2021-12-29 10:30:00,860.0
2021-12-29 11:00:00,865.4
2021-12-29 11:30:00,865.0
2021-12-29 12:00:00,862.6
2021-12-29 12:30:00,862.0
2021-12-29 13:00:00,860.8
2021-12-29 13:30:00,860.2
2021-12-29 14:00:00,860.0
2021-12-29 14:30:00,860.0
2021-12-29 15:00:00,853.2
2021-12-29 15:30:00,861.0
2021-12-29 16:00:00,860.8
2021-12-29 16:30:00,861.0
2021-12-29 17:00:00,861.0
2021-12-29 17:30:00,861.0
2021-12-29 18:00:00,860.8
2021-12-29 18:30:00,854.4
2021-12-30 10:10:00,850.8
2021-12-30 10:40:00,849.8
2021-12-30 11:10:00,848.4
2021-12-30 11:40:00,851.2
2021-12-30 12:10:00,849.4
2021-12-30 12:40:00,848.4
2021-12-30 13:10:00,844.2
2021-12-30 13:40:00,840.2
2021-12-30 14:10:00,840.0
2021-12-30 14:40:00,844.8
2021-12-30 15:10:00,847.6
2021-12-30 15:40:00,849.8
2021-12-30 16:10:00,846.8
2021-12-30 16:40:00,848.4
2021-12-30 17:10:00,848.0
2021-12-30 17:40:00,852.0
2021-12-30 18:10:00,849.0
2021-12-30 18:40:00,840.0
2022-01-03 10:10:00,855.0
2022-01-03 10:40:00,847.8
2022-01-03 11:10:00,849.6
2022-01-03 11:40:00,849.6
2022-01-03 12:10:00,849.4
2022-01-03 12:40:00,853.6
2022-01-03 13:10:00,855.0
2022-01-03 13:40:00,857.8
2022-01-03 14:10:00,854.4
2022-01-03 14:40:00,853.0
2022-01-03 15:10:00,855.6
2022-01-03 15:40:00,855.0
2022-01-03 16:10:00,854.8
2022-01-03 16:40:00,848.2
2022-01-03 17:10:00,853.0
2022-01-03 17:40:00,851.0
2022-01-03 18:10:00,849.0
2022-01-03 18:40:00,849.4
2022-01-04 10:10:00,847.0
2022-01-04 10:40:00,848.0
2022-01-04 11:10:00,849.8
2022-01-04 11:40:00,849.8
2022-01-04 12:10:00,849.8
2022-01-04 12:40:00,848.8
2022-01-04 13:10:00,848.8
2022-01-04 13:40:00,847.8
2022-01-04 14:10:00,846.2
2022-01-04 14:40:00,842.0
2022-01-04 15:10:00,840.6
2022-01-04 15:40:00,845.4
2022-01-04 16:10:00,845.4
2022-01-04 16:40:00,843.2
2022-01-04 17:10:00,839.8
2022-01-04 17:40:00,847.0
2022-01-04 18:10:00,845.8
2022-01-05 09:50:00,848.2
2022-01-05 10:20:00,839.8
2022-01-05 10:50:00,840.0
2022-01-05 11:20:00,841.8
2022-01-05 11:50:00,840.0
2022-01-05 12:20:00,840.0
2022-01-05 12:50:00,840.0
2022-01-05 13:20:00,840.0
2022-01-05 13:50:00,840.0
2022-01-05 14:20:00,840.0
2022-01-05 14:50:00,840.2
2022-01-05 15:20:00,840.2
2022-01-05 15:50:00,840.2
2022-01-05 16:20:00,840.2
2022-01-05 16:50:00,842.4
2022-01-05 17:20:00,842.2
2022-01-05 17:50:00,840.0
2022-01-05 18:20:00,839.0
2022-01-06 09:50:00,840.0
2022-01-06 10:20:00,842.8
2022-01-06 10:50:00,837.6
2022-01-06 11:20:00,839.2
2022-01-06 11:50:00,838.4
2022-01-06 12:20:00,837.0
2022-01-06 12:50:00,837.8
2022-01-06 13:20:00,837.8
2022-01-06 13:50:00,838.4
2022-01-06 14:20:00,838.0
2022-01-06 14:50:00,837.4
2022-01-06 15:20:00,835.0
2022-01-06 15:50:00,835.6
2022-01-06 16:20:00,835.4
2022-01-06 16:50:00,831.0
2022-01-06 17:20:00,826.4
2022-01-06 17:50:00,829.0
2022-01-06 18:20:00,831.8
2022-01-10 09:50:00,840.0
2022-01-10 10:20:00,822.2
2022-01-10 10:50:00,816.4
2022-01-10 11:20:00,810.0
2022-01-10 11:50:00,800.2
2022-01-10 12:20:00,779.6
2022-01-10 12:50:00,784.8
2022-01-10 13:20:00,773.6
2022-01-10 13:50:00,785.0
2022-01-10 14:20:00,787.2
2022-01-10 14:50:00,794.0
2022-01-10 15:20:00,785.6
2022-01-10 15:50:00,790.0
2022-01-10 16:20:00,784.8
2022-01-10 16:50:00,786.2
2022-01-10 17:20:00,792.0
2022-01-10 17:50:00,789.4
2022-01-10 18:20:00,786.6
2022-01-11 09:50:00,783.8
2022-01-11 10:20:00,778.8
2022-01-11 10:50:00,778.6
2022-01-11 11:20:00,776.0
2022-01-11 11:50:00,774.6
2022-01-11 12:20:00,771.0
2022-01-11 12:50:00,775.2
2022-01-11 13:20:00,771.2
2022-01-11 13:50:00,773.6
2022-01-11 14:20:00,772.0
2022-01-11 14:50:00,773.2
2022-01-11 15:20:00,775.0
2022-01-11 15:50:00,775.4
2022-01-11 16:20:00,783.0
2022-01-11 16:50:00,794.4
2022-01-11 17:20:00,773.2
2022-01-11 17:50:00,780.8
2022-01-11 18:20:00,780.8
2022-01-12 09:50:00,784.8
2022-01-12 10:20:00,783.6
2022-01-12 10:50:00,772.8
2022-01-12 11:20:00,777.6
2022-01-12 11:50:00,783.2
2022-01-12 12:20:00,781.8
2022-01-12 12:50:00,785.0
2022-01-12 13:20:00,785.8
2022-01-12 13:50:00,787.0
2022-01-12 14:20:00,789.2
2022-01-12 14:50:00,785.4
2022-01-12 15:20:00,788.8
2022-01-12 15:50:00,788.8
2022-01-12 16:20:00,795.0
2022-01-12 16:50:00,799.0
2022-01-12 17:20:00,796.2
2022-01-12 17:50:00,801.2
2022-01-12 18:20:00,800.0
2022-01-13 09:50:00,805.0
2022-01-13 10:20:00,792.2
2022-01-13 10:50:00,795.0
2022-01-13 11:20:00,795.8
2022-01-13 11:50:00,795.2
2022-01-13 12:20:00,793.4
2022-01-13 12:50:00,799.6
2022-01-13 13:20:00,799.8
2022-01-13 13:50:00,805.0
2022-01-13 14:20:00,801.8
2022-01-13 14:50:00,783.4
2022-01-13 15:20:00,780.0
2022-01-13 15:50:00,785.0
2022-01-13 16:20:00,785.0
2022-01-13 16:50:00,782.2
2022-01-13 17:20:00,789.0
2022-01-13 17:50:00,778.2
2022-01-13 18:20:00,775.4
2022-01-14 09:50:00,800.0
2022-01-14 10:20:00,805.6
2022-01-14 10:50:00,794.4
2022-01-14 11:20:00,788.0
2022-01-14 11:50:00,785.0
2022-01-14 12:20:00,779.8
2022-01-14 12:50:00,777.0
2022-01-14 13:20:00,776.2
2022-01-14 13:50:00,780.4
2022-01-14 14:20:00,784.8
2022-01-14 14:50:00,785.0
2022-01-14 15:20:00,790.6
2022-01-14 15:50:00,778.8
2022-01-14 16:20:00,773.8
2022-01-14 16:50:00,779.2
2022-01-14 17:20:00,778.8
2022-01-14 17:50:00,779.2
2022-01-14 18:20:00,785.0
2022-01-17 10:00:00,794.2
2022-01-17 10:30:00,785.6
2022-01-17 11:00:00,786.0
2022-01-17 11:30:00,781.8
2022-01-17 12:00:00,779.4
2022-01-17 12:30:00,777.0
2022-01-17 13:00:00,780.0
2022-01-17 13:30:00,775.0
2022-01-17 14:00:00,778.6
2022-01-17 14:30:00,775.0
2022-01-17 15:00:00,772.6
2022-01-17 15:30:00,779.6
2022-01-17 16:00:00,780.0
2022-01-17 16:30:00,779.8
2022-01-17 17:00:00,778.8
2022-01-17 17:30:00,778.8
2022-01-17 18:00:00,779.2
2022-01-17 18:30:00,781.4
2022-01-18 10:00:00,777.8
2022-01-18 10:30:00,777.0
2022-01-18 11:00:00,772.2
2022-01-18 11:30:00,775.8
2022-01-18 12:00:00,772.2
2022-01-18 12:30:00,772.2
2022-01-18 13:00:00,776.2
2022-01-18 13:30:00,776.0
2022-01-18 14:00:00,775.0
2022-01-18 14:30:00,770.2
2022-01-18 15:00:00,761.0
2022-01-18 15:30:00,741.2
2022-01-18 16:00:00,740.0
2022-01-18 16:30:00,738.6
2022-01-18 17:00:00,735.8
2022-01-18 17:30:00,732.6
2022-01-18 18:00:00,740.0
2022-01-18 18:30:00,739.8
2022-01-19 10:00:00,738.0
2022-01-19 10:30:00,759.0
2022-01-19 11:00:00,772.8
2022-01-19 11:30:00,770.0
2022-01-19 12:00:00,765.4
2022-01-19 12:30:00,767.0
2022-01-19 13:00:00,764.8
2022-01-19 13:30:00,759.0
2022-01-19 14:00:00,756.6
2022-01-19 14:30:00,748.4
2022-01-19 15:00:00,748.4
2022-01-19 15:30:00,747.8
2022-01-19 16:00:00,748.4
2022-01-19 16:30:00,750.0
2022-01-19 17:00:00,750.0
2022-01-19 17:30:00,749.8
2022-01-19 18:00:00,758.4
2022-01-19 18:30:00,754.8
2022-01-20 10:20:00,750.0
2022-01-20 10:50:00,748.6
2022-01-20 11:20:00,752.8
2022-01-20 11:50:00,755.0
2022-01-20 12:20:00,754.8
2022-01-20 12:50:00,755.6
2022-01-20 13:20:00,760.0
2022-01-20 13:50:00,760.0
2022-01-20 14:20:00,760.8
2022-01-20 14:50:00,758.8
2022-01-20 15:20:00,758.2
2022-01-20 15:50:00,757.0
2022-01-20 16:20:00,759.6
2022-01-20 16:50:00,759.6
2022-01-20 17:20:00,745.2
2022-01-20 17:50:00,751.8
2022-01-20 18:20:00,750.2
2022-01-21 09:50:00,757.0
2022-01-21 10:20:00,742.6
2022-01-21 10:50:00,743.4
2022-01-21 11:20:00,743.2
2022-01-21 11:50:00,738.2
2022-01-21 12:20:00,738.6
2022-01-21 12:50:00,738.6
2022-01-21 13:20:00,742.6
2022-01-21 13:50:00,733.4
2022-01-21 14:20:00,733.8
2022-01-21 14:50:00,736.6
2022-01-21 15:20:00,736.4
2022-01-21 15:50:00,736.8
2022-01-21 16:20:00,734.0
2022-01-21 16:50:00,735.8
2022-01-21 17:20:00,736.8
2022-01-21 17:50:00,737.0
2022-01-21 18:20:00,730.6
2022-01-24 09:50:00,743.0
2022-01-24 10:20:00,705.8
2022-01-24 10:50:00,700.8
2022-01-24 11:20:00,697.0
2022-01-24 11:50:00,685.6
2022-01-24 12:20:00,633.6
2022-01-24 12:50:00,634.0
2022-01-24 13:20:00,637.8
2022-01-24 13:50:00,620.2
2022-01-24 14:20:00,629.8
2022-01-24 14:50:00,625.0
2022-01-24 15:20:00,628.8
2022-01-24 15:50:00,628.6
2022-01-24 16:20:00,639.0
2022-01-24 16:50:00,648.0
2022-01-24 17:20:00,646.2
2022-01-24 17:50:00,643.6
2022-01-24 18:20:00,645.0
2022-01-25 10:00:00,667.0
2022-01-25 10:30:00,636.8
2022-01-25 11:00:00,613.0
2022-01-25 11:30:00,610.0
2022-01-25 12:00:00,617.0
2022-01-25 12:30:00,619.0
2022-01-25 13:00:00,619.0
2022-01-25 13:30:00,618.4
2022-01-25 14:00:00,612.4
2022-01-25 14:30:00,614.0
2022-01-25 15:00:00,612.4
2022-01-25 15:30:00,610.4
2022-01-25 16:00:00,614.6
2022-01-25 16:30:00,615.4
2022-01-25 17:00:00,618.0
2022-01-25 17:30:00,614.2
2022-01-25 18:00:00,615.0
2022-01-25 18:30:00,615.0
2022-01-26 10:00:00,623.4
2022-01-26 10:30:00,613.6
2022-01-26 11:00:00,611.4
2022-01-26 11:30:00,615.0
2022-01-26 12:00:00,613.0
2022-01-26 12:30:00,617.2
2022-01-26 13:00:00,617.6
2022-01-26 13:30:00,619.6
2022-01-26 14:00:00,622.0
2022-01-26 14:30:00,616.0
2022-01-26 15:00:00,616.4
2022-01-26 15:30:00,615.0
2022-01-26 16:00:00,615.0
2022-01-26 16:30:00,628.0
2022-01-26 17:00:00,627.2
2022-01-26 17:30:00,627.8
2022-01-26 18:00:00,616.8
2022-01-26 18:30:00,615.0
2022-01-27 10:00:00,619.8
2022-01-27 10:30:00,623.6
2022-01-27 11:00:00,625.0
2022-01-27 11:30:00,627.2
2022-01-27 12:00:00,633.6
2022-01-27 12:30:00,657.0
2022-01-27 13:00:00,686.4
2022-01-27 13:30:00,671.2
2022-01-27 14:00:00,675.6
2022-01-27 14:30:00,677.0
2022-01-27 15:00:00,672.0
2022-01-27 15:30:00,676.2
2022-01-27 16:00:00,695.8
2022-01-27 16:30:00,699.8
2022-01-27 17:00:00,737.0
2022-01-27 17:30:00,737.0
2022-01-27 18:00:00,699.6
2022-01-27 18:30:00,700.0
2022-01-28 10:10:00,789.0
2022-01-28 10:40:00,790.0
2022-01-28 11:10:00,769.8
2022-01-28 11:40:00,749.8
2022-01-28 12:10:00,734.2
2022-01-28 12:40:00,738.6
2022-01-28 13:10:00,699.2
2022-01-28 13:40:00,712.4
2022-01-28 14:10:00,729.8
2022-01-28 14:40:00,729.2
2022-01-28 15:10:00,727.8
2022-01-28 15:40:00,721.8
2022-01-28 16:10:00,730.0
2022-01-28 16:40:00,723.0
2022-01-28 17:10:00,727.0
2022-01-28 17:40:00,715.4
2022-01-28 18:10:00,722.0
2022-01-28 18:40:00,728.0
2022-01-31 10:10:00,745.0
2022-01-31 10:40:00,745.8
2022-01-31 11:10:00,743.0
2022-01-31 11:40:00,740.4
2022-01-31 12:10:00,739.4
2022-01-31 12:40:00,719.6
2022-01-31 13:10:00,729.4
2022-01-31 13:40:00,724.6
2022-01-31 14:10:00,726.4
2022-01-31 14:40:00,720.0
2022-01-31 15:10:00,713.2
2022-01-31 15:40:00,713.4
2022-01-31 16:10:00,712.2
2022-01-31 16:40:00,713.4
2022-01-31 17:10:00,713.8
2022-01-31 17:40:00,714.0
2022-01-31 18:10:00,713.0
2022-01-31 18:40:00,714.0
2022-02-01 10:20:00,729.2
2022-02-01 10:50:00,717.6
2022-02-01 11:20:00,718.0
2022-02-01 11:50:00,718.6
2022-02-01 12:20:00,712.4
2022-02-01 12:50:00,713.8
2022-02-01 13:20:00,711.0
2022-02-01 13:50:00,704.6
2022-02-01 14:20:00,705.2
2022-02-01 14:50:00,708.0
2022-02-01 15:20:00,702.2
2022-02-01 15:50:00,696.0
2022-02-01 16:20:00,694.4
2022-02-01 16:50:00,696.4
2022-02-01 17:20:00,702.0
2022-02-01 17:50:00,700.0
2022-02-01 18:20:00,700.2
2022-02-02 09:50:00,700.2
2022-02-02 10:20:00,702.0
2022-02-02 10:50:00,700.4
2022-02-02 11:20:00,698.2
2022-02-02 11:50:00,695.0
2022-02-02 12:20:00,694.8
2022-02-02 12:50:00,691.0
2022-02-02 13:20:00,691.8
2022-02-02 13:50:00,690.6
2022-02-02 14:20:00,684.8
2022-02-02 14:50:00,689.4
2022-02-02 15:20:00,691.0
2022-02-02 15:50:00,690.0
2022-02-02 16:20:00,691.0
2022-02-02 16:50:00,676.8
2022-02-02 17:20:00,674.0
2022-02-02 17:50:00,674.2
2022-02-02 18:20:00,684.0
2022-02-03 09:50:00,686.0
2022-02-03 10:20:00,652.8
2022-02-03 10:50:00,654.6
2022-02-03 11:20:00,651.8
2022-02-03 11:50:00,663.6
2022-02-03 12:20:00,661.8
2022-02-03 12:50:00,664.2
2022-02-03 13:20:00,662.2
2022-02-03 13:50:00,662.2
2022-02-03 14:20:00,663.8
2022-02-03 14:50:00,663.8
2022-02-03 15:20:00,663.8
2022-02-03 15:50:00,663.0
2022-02-03 16:20:00,664.0
2022-02-03 16:50:00,664.0
2022-02-03 17:20:00,663.8
2022-02-03 17:50:00,666.0
2022-02-03 18:20:00,667.4
2022-02-04 09:50:00,685.0
2022-02-04 10:20:00,673.8
2022-02-04 10:50:00,678.8
2022-02-04 11:20:00,688.8
2022-02-04 11:50:00,693.8
2022-02-04 12:20:00,690.0
2022-02-04 12:50:00,681.8
2022-02-04 13:20:00,691.0
2022-02-04 13:50:00,690.6
2022-02-04 14:20:00,686.0
2022-02-04 14:50:00,678.8
2022-02-04 15:20:00,679.6
2022-02-04 15:50:00,679.4
2022-02-04 16:20:00,676.4
2022-02-04 16:50:00,674.4
2022-02-04 17:20:00,684.8
2022-02-04 17:50:00,684.0
2022-02-04 18:20:00,683.8
2022-02-07 10:10:00,692.0
2022-02-07 10:40:00,691.4
2022-02-07 11:10:00,690.6
2022-02-07 11:40:00,685.2
2022-02-07 12:10:00,688.0
2022-02-07 12:40:00,687.8
2022-02-07 13:10:00,688.4
2022-02-07 13:40:00,685.2
2022-02-07 14:10:00,687.0
2022-02-07 14:40:00,684.0
2022-02-07 15:10:00,682.8
2022-02-07 15:40:00,682.8
2022-02-07 16:10:00,685.8
2022-02-07 16:40:00,687.2
2022-02-07 17:10:00,687.2
2022-02-07 17:40:00,687.2
2022-02-07 18:10:00,688.4
2022-02-07 18:40:00,688.2
2022-02-08 10:20:00,687.8
2022-02-08 10:50:00,687.8
2022-02-08 11:20:00,693.2
2022-02-08 11:50:00,696.2
2022-02-08 12:20:00,694.0
2022-02-08 12:50:00,690.2
2022-02-08 13:20:00,693.0
2022-02-08 13:50:00,692.4
2022-02-08 14:20:00,693.8
2022-02-08 14:50:00,693.6
2022-02-08 15:20:00,692.0
2022-02-08 15:50:00,692.0
2022-02-08 16:20:00,692.0
2022-02-08 16:50:00,690.6
2022-02-08 17:20:00,692.0
2022-02-08 17:50:00,694.8
2022-02-08 18:20:00,696.0
2022-02-09 10:00:00,701.8
2022-02-09 10:30:00,702.6
2022-02-09 11:00:00,711.4
2022-02-09 11:30:00,708.4
2022-02-09 12:00:00,708.0
2022-02-09 12:30:00,708.8
2022-02-09 13:00:00,709.8
2022-02-09 13:30:00,709.8
2022-02-09 14:00:00,711.0
2022-02-09 14:30:00,712.0
2022-02-09 15:00:00,714.0
2022-02-09 15:30:00,712.2
2022-02-09 16:00:00,712.4
2022-02-09 16:30:00,713.8
2022-02-09 17:00:00,712.8
2022-02-09 17:30:00,708.2
2022-02-09 18:00:00,703.6
2022-02-09 18:30:00,705.4
2022-02-10 10:00:00,700.4
2022-02-10 10:30:00,694.0
2022-02-10 11:00:00,695.8
2022-02-10 11:30:00,698.6
2022-02-10 12:00:00,698.0
2022-02-10 12:30:00,698.2
